Clima,Conocimiento_sobre_plantas,Especie_planta,Mantiene_Planta_Tóxica,Tiempo_de_dedicacion,Preferencia_tonos,Tipo_vivienda,Toxic_Yes
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Haworthia,No,Les hago bastante caso,Me es indiferente,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Echeveria,No,Les hago bastante caso,Me es indiferente,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Planta de araña,No,Les hago bastante caso,Me es indiferente,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Dracaena marginata,No,Les hago bastante caso,Me es indiferente,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Lavanda,No,Les hago bastante caso,Me es indiferente,Chalet,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Peperomia,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Pothos,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Me he informado bastante,Planta de serpiente/ Espada de San Jorge,Sí,Les hago bastante caso,Fríos,Chalet,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Espatifilo,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Violeta africana,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Orquídea phalaenopsis,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Lavanda,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Costilla de Adán,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Peperomia,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Violeta africana,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Planta de serpiente/ Espada de San Jorge,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Crasula/ Suculenta de Jade,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Aloe vera,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Cactus de bola,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Echeveria,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Kalanchoe,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Lavanda,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Geranio,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Cinta,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Filodendro,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Costilla de Adán,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Peperomia,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Tradescantia,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Cactus de Navidad,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Palo de Brasil,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Violeta africana,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Pothos,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Planta de serpiente/ Espada de San Jorge,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Ficus benjamina,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Kalanchoe,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Planta de araña,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Philodendron,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Palmera de bambú,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Nephthytis,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Dracaena marginata,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Croton,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Cinta,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Costilla de Adán,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Aloe vera,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Echeveria,Sí,Todos los días compruebo su estado,Cálidos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Cinta,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Espatifilo,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Costilla de Adán,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Peperomia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Pothos,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Planta de serpiente/ Espada de San Jorge,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Ficus lyrata,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Cactus de jade,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Crasula/ Suculenta de Jade,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Ficus benjamina,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Aloe vera,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Cactus de bola,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Haworthia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Sedum,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Aeonium,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Echeveria,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Agave,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Planta de araña,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Philodendron,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Dieffenbachia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Croton,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Lavanda,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Salvia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Hosta,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Geranio,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Petunia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Fucsia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Begonia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Caléndula,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Cactus de bola,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Aeonium,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Echeveria,No,Les hago bastante caso,Fríos,Chalet,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Cinta,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Helecho de Boston,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Costilla de Adán,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Begonia rex,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Fittonia,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Pothos,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Planta de serpiente/ Espada de San Jorge,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Crasula/ Suculenta de Jade,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Aloe vera,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Aeonium,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Philodendron,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Palmera de bambú,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Croton,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Fittonia,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Violeta africana,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Planta de serpiente/ Espada de San Jorge,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Orquídea phalaenopsis,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Crasula/ Suculenta de Jade,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Ficus benjamina,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Palmera de bambú,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Dracaena marginata,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Croton,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Lavanda,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Fucsia,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Caléndula,No,Les hago bastante caso,Fríos,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Pilea,Sí,Cuando me acuerdo,Me es indiferente,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Aloe vera,Sí,Cuando me acuerdo,Me es indiferente,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Echeveria,Sí,Cuando me acuerdo,Me es indiferente,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Hiedra inglesa,Sí,Cuando me acuerdo,Me es indiferente,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Lavanda,Sí,Cuando me acuerdo,Me es indiferente,Adosado,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Tradescantia,No,Les hago bastante caso,Cálidos,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Aeonium,No,Les hago bastante caso,Cálidos,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Echeveria,No,Les hago bastante caso,Cálidos,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Geranio,No,Les hago bastante caso,Cálidos,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Fucsia,No,Les hago bastante caso,Cálidos,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Soy un/a experto/a,Caléndula,No,Les hago bastante caso,Cálidos,Chalet,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Helecho de Boston,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Costilla de Adán,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Planta de serpiente/ Espada de San Jorge,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Cactus de jade,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Crasula/ Suculenta de Jade,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Aloe vera,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Cactus de bola,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Haworthia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Echeveria,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Kalanchoe,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Planta de araña,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Hiedra inglesa,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Nephthytis,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Petunia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Soy un/a experto/a,Caléndula,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Pothos,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Aloe vera,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Cinta,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Peperomia,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Fittonia,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Violeta africana,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Pothos,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Cactus de jade,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Crasula/ Suculenta de Jade,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Aloe vera,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Haworthia,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Kalanchoe,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Agave,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Planta de araña,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Hiedra inglesa,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Dieffenbachia,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Me he informado bastante,Lavanda,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
